Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Ivan Ordets,32.0,Ukraine,Defender,Bochum,Bundesliga,22,0,0
Patrick Osterhage,24.0,Germany,Midfielder,Freiburg,Bundesliga,30,1,0
Assan Ouedraogo,18.0,Germany,Midfielder,RB Leipzig,Bundesliga,3,0,0
Salih Özcan,26.0,Türkiye,Midfielder,Dortmund,Bundesliga,11,0,0
Exequiel Palacios,25.0,Argentina,Midfielder,Leverkusen,Bundesliga,24,1,6
João Palhinha,29.0,Portugal,Midfielder,Bayern Munich,Bundesliga,17,0,0
Mats Pannewig,19.0,Germany,Midfielder,Bochum,Bundesliga,14,0,0
Kevin Paredes,21.0,United States,Defender,Wolfsburg,Bundesliga,2,0,1
Felix Passlack,26.0,Germany,"Defender, Midfielder",Bochum,Bundesliga,31,1,6
Aleksandar Pavlovic,20.0,Germany,Midfielder,Bayern Munich,Bundesliga,21,1,0
Mads Pedersen,27.0,Denmark,Defender,Augsburg,Bundesliga,7,0,0
Jordan Pefok,28.0,United States,Forward,Union Berlin,Bundesliga,18,0,1
Daniel Peretz,24.0,Israel,Goalkeeper,Bayern Munich,Bundesliga,3,0,0
Noah Pesch,19.0,Croatia,Forward,Gladbach,Bundesliga,1,0,0
Luca Philipp,23.0,Germany,Goalkeeper,Hoffenheim,Bundesliga,6,0,0
Maximilian Philipp,30.0,Germany,"Midfielder, Forward",Freiburg,Bundesliga,2,0,0
Benedikt Pichler,27.0,Austria,Forward,Holstein Kiel,Bundesliga,18,1,2
Amos Pieper,26.0,Germany,Defender,Werder Bremen,Bundesliga,23,0,0
Marvin Pieringer,24.0,Germany,"Forward, Midfielder",Heidenheim,Bundesliga,31,7,4
Alassane Pléa,31.0,France,"Midfielder, Forward",Gladbach,Bundesliga,30,11,4
Finn Porath,27.0,Germany,"Defender, Midfielder",Holstein Kiel,Bundesliga,31,2,3
Yussuf Poulsen,30.0,Denmark,"Forward, Midfielder",RB Leipzig,Bundesliga,22,2,0
Alexander Prass,23.0,Austria,Defender,Hoffenheim,Bundesliga,23,0,1
David Preu,19.0,Germany,"Midfielder, Defender",Union Berlin,Bundesliga,5,0,0
Grischa Prömel,29.0,Germany,Midfielder,Hoffenheim,Bundesliga,2,0,0
Ivan Prtajin,28.0,Croatia,Forward,Union Berlin,Bundesliga,5,0,0
Tymoteusz Puchacz,25.0,Poland,Defender,Holstein Kiel,Bundesliga,10,0,1
Leopold Querfeld,20.0,Austria,Defender,Union Berlin,Bundesliga,27,2,2
Grant Ranos,21.0,Armenia,Forward,Gladbach,Bundesliga,2,0,0
David Raum,26.0,Germany,Defender,RB Leipzig,Bundesliga,22,1,5
Rocco Reitz,22.0,Germany,Midfielder,Gladbach,Bundesliga,27,2,1
Nicolai Remberg,24.0,Germany,Midfielder,Holstein Kiel,Bundesliga,32,0,1
Elvis Rexhbeçaj,26.0,Kosovo,Midfielder,Augsburg,Bundesliga,27,1,1
Gio Reyna,21.0,United States,Midfielder,Dortmund,Bundesliga,16,2,0
Fabian Rieder,22.0,Switzerland,"Midfielder, Forward",Stuttgart,Bundesliga,21,1,3
Lasse Rieß,23.0,Germany,Goalkeeper,Mainz 05,Bundesliga,2,0,0
Lars Ritzka,26.0,Germany,"Defender, Midfielder",St. Pauli,Bundesliga,21,1,0
Mads Roerslev,25.0,Denmark,Defender,Wolfsburg,Bundesliga,7,0,0
Merlin Röhl,22.0,Germany,"Midfielder, Forward",Freiburg,Bundesliga,19,0,1
Lasse Rosenboom,22.0,Germany,Defender,Holstein Kiel,Bundesliga,26,2,2
Max Rosenfelder,21.0,Germany,Defender,Freiburg,Bundesliga,25,1,0
Tom Rothe,19.0,Germany,"Defender, Midfielder",Union Berlin,Bundesliga,26,3,3
Anthony Rouault,23.0,France,Defender,Stuttgart,Bundesliga,18,1,0
Jérôme Roussillon,31.0,France,"Defender, Midfielder",Union Berlin,Bundesliga,7,0,0
Julian Ryerson,26.0,Norway,Defender,Dortmund,Bundesliga,29,2,3
Frederik Rønnow,31.0,Denmark,Goalkeeper,Union Berlin,Bundesliga,28,0,0
Elias Saad,24.0,Tunisia,"Forward, Midfielder",St. Pauli,Bundesliga,18,3,2
Marcel Sabitzer,30.0,Austria,Midfielder,Dortmund,Bundesliga,26,1,0
Faik Sakar,16.0,Germany,Midfielder,RB Leipzig,Bundesliga,1,0,0
Manolis Saliakas,27.0,Greece,"Midfielder, Defender",St. Pauli,Bundesliga,30,2,1
Roland Sallai,27.0,Hungary,"Forward, Midfielder",Freiburg,Bundesliga,2,0,0
Diadie Samassékou,28.0,Mali,Midfielder,Hoffenheim,Bundesliga,8,0,0
Philipp Sander,26.0,Germany,Midfielder,Gladbach,Bundesliga,27,1,0
James Sands,24.0,United States,"Midfielder, Defender",St. Pauli,Bundesliga,7,0,0
Leroy Sané,28.0,Germany,Forward,Bayern Munich,Bundesliga,30,11,5
Kaishu Sano,23.0,Japan,Midfielder,Mainz 05,Bundesliga,34,0,0
Kauã Santos,21.0,Brazil,Goalkeeper,Eint Frankfurt,Bundesliga,9,0,0
Joe Scally,21.0,United States,Defender,Gladbach,Bundesliga,32,0,0
András Schäfer,25.0,Hungary,Midfielder,Union Berlin,Bundesliga,26,1,1
Patrik Schick,28.0,Czechia,Forward,Leverkusen,Bundesliga,31,21,0
Stefan Schimmer,30.0,Germany,"Forward, Midfielder",Heidenheim,Bundesliga,13,0,0
Xaver Schlager,26.0,Austria,Midfielder,RB Leipzig,Bundesliga,4,0,0
Keven Schlotterbeck,27.0,Germany,Defender,Augsburg,Bundesliga,18,3,1
Nico Schlotterbeck,24.0,Germany,Defender,Dortmund,Bundesliga,23,0,4
Romano Schmid,24.0,Austria,Midfielder,Werder Bremen,Bundesliga,32,5,4
Jan Schöppner,25.0,Germany,Midfielder,Heidenheim,Bundesliga,33,4,3
Marvin Schulz,29.0,Germany,"Midfielder, Defender",Holstein Kiel,Bundesliga,12,0,0
Alexander Schwolow,32.0,Germany,Goalkeeper,Union Berlin,Bundesliga,6,0,0
Léo Scienza,25.0,Brazil,"Forward, Midfielder",Heidenheim,Bundesliga,25,3,3
Nicolas Seiwald,23.0,Austria,"Midfielder, Defender",RB Leipzig,Bundesliga,30,0,0
Benjamin Šeško,21.0,Slovenia,"Forward, Midfielder",RB Leipzig,Bundesliga,33,13,5
Armindo Sieb,21.0,Germany,"Forward, Midfielder",Mainz 05,Bundesliga,27,2,2
Tim Siersleben,24.0,Germany,Defender,Heidenheim,Bundesliga,16,0,0
Kiliann Sildillia,22.0,France,Defender,Freiburg,Bundesliga,21,2,0
André Silva,28.0,Portugal,"Forward, Midfielder",RB Leipzig,Bundesliga,8,1,2
Mohamed Simakan,24.0,France,Defender,RB Leipzig,Bundesliga,1,0,0
Xavi Simons,21.0,Netherlands,Midfielder,RB Leipzig,Bundesliga,25,10,6
Danel Sinani,27.0,Luxembourg,"Forward, Midfielder",St. Pauli,Bundesliga,26,2,2
Tobias Sippel,36.0,Germany,Goalkeeper,Gladbach,Bundesliga,1,0,0
Ibrahima Sissoko,26.0,Mali,Midfielder,Bochum,Bundesliga,32,2,1
Tim Skarke,27.0,Germany,"Forward, Midfielder",Union Berlin,Bundesliga,33,0,2
Ellyes Skhiri,29.0,Tunisia,Midfielder,Eint Frankfurt,Bundesliga,30,1,2
Leo Skiri Østigård,24.0,Norway,Defender,Hoffenheim,Bundesliga,11,0,0
Andreas Skov Olsen,24.0,Denmark,"Forward, Midfielder",Wolfsburg,Bundesliga,12,1,1
Robert Skov,28.0,Denmark,"Defender, Midfielder",Union Berlin,Bundesliga,15,2,2
Steven Skrzybski,31.0,Germany,"Midfielder, Forward",Holstein Kiel,Bundesliga,24,6,3
Eric Smith,27.0,Sweden,"Defender, Midfielder",St. Pauli,Bundesliga,32,1,1
Anton Stach,25.0,Germany,"Midfielder, Defender",Hoffenheim,Bundesliga,30,1,2
Jens Stage,27.0,Denmark,Midfielder,Werder Bremen,Bundesliga,28,10,5
Josip Stanišić,24.0,Croatia,Defender,Bayern Munich,Bundesliga,14,0,2
Niklas Stark,29.0,Germany,Defender,Werder Bremen,Bundesliga,26,0,1
Pascal Stenzel,28.0,Germany,Defender,Stuttgart,Bundesliga,10,0,0
Leonidas Stergiou,22.0,Switzerland,Defender,Stuttgart,Bundesliga,12,1,2
Finley Stevens,21.0,Wales,Defender,St. Pauli,Bundesliga,1,0,0
Angelo Stiller,23.0,Germany,Midfielder,Stuttgart,Bundesliga,32,1,8
Kevin Stöger,30.0,Austria,Midfielder,Gladbach,Bundesliga,31,3,3
Niklas Süle,28.0,Germany,Defender,Dortmund,Bundesliga,15,0,0
Mattias Svanberg,25.0,Sweden,Midfielder,Wolfsburg,Bundesliga,20,3,1
Daniel Svensson,22.0,Sweden,"Defender, Forward",Dortmund,Bundesliga,12,1,3
Haris Tabakovic,30.0,Bosnia and Herzegovina,Forward,Hoffenheim,Bundesliga,22,3,1
Jonathan Tah,28.0,Germany,Defender,Leverkusen,Bundesliga,33,3,0
Edmond Tapsoba,25.0,Burkina Faso,Defender,Leverkusen,Bundesliga,29,0,0
Mathys Tel,19.0,France,"Forward, Midfielder",Bayern Munich,Bundesliga,8,0,1
Nathan Tella,25.0,Nigeria,"Midfielder, Forward",Leverkusen,Bundesliga,27,2,4
Martin Terrier,27.0,France,"Midfielder, Forward",Leverkusen,Bundesliga,15,2,1
Arthur Theate,24.0,Belgium,Defender,Eint Frankfurt,Bundesliga,31,0,0
Norman Theuerkauf,37.0,Germany,Midfielder,Heidenheim,Bundesliga,1,0,0
Denis Thomalla,31.0,Germany,Midfielder,Heidenheim,Bundesliga,1,0,0
Phillip Tietz,27.0,Germany,Forward,Augsburg,Bundesliga,34,7,2
Umut Tohumcu,19.0,Germany,"Midfielder, Forward",Hoffenheim,Bundesliga,12,0,1
John Tolkin,22.0,United States,"Defender, Midfielder",Holstein Kiel,Bundesliga,11,0,2
Tiago Tomás,22.0,Portugal,"Forward, Midfielder",Wolfsburg,Bundesliga,32,6,1
Bazoumana Touré,18.0,Côte d'Ivoire,"Forward, Midfielder",Hoffenheim,Bundesliga,13,0,3
Lucas Tousart,27.0,France,Midfielder,Union Berlin,Bundesliga,15,0,1
Omar Traoré,26.0,Germany,Defender,Heidenheim,Bundesliga,30,0,1
Kevin Trapp,34.0,Germany,Goalkeeper,Eint Frankfurt,Bundesliga,26,0,0
Philipp Treu,23.0,Germany,"Midfielder, Defender",St. Pauli,Bundesliga,33,0,2
Christopher Trimmel,37.0,Austria,"Defender, Midfielder",Union Berlin,Bundesliga,26,0,3
Tuta,25.0,Brazil,"Defender, Midfielder",Eint Frankfurt,Bundesliga,30,2,1
Lukas Ullrich,20.0,Germany,Defender,Gladbach,Bundesliga,26,1,2
Sven Ulreich,35.0,Germany,Goalkeeper,Bayern Munich,Bundesliga,1,0,0
Deniz Undav,28.0,Germany,"Forward, Midfielder",Stuttgart,Bundesliga,27,9,3
Dayot Upamecano,25.0,France,Defender,Bayern Munich,Bundesliga,20,2,0
Jonas Urbig,20.0,Germany,Goalkeeper,Bayern Munich,Bundesliga,8,0,0
Can Uzun,18.0,Türkiye,"Midfielder, Forward",Eint Frankfurt,Bundesliga,20,4,1
Josha Vagnoman,23.0,Germany,"Defender, Midfielder",Stuttgart,Bundesliga,26,1,1
Siebe Van Der Heyden,26.0,Belgium,"Defender, Midfielder",St. Pauli,Bundesliga,13,1,0
Maarten Vandevoordt,22.0,Belgium,Goalkeeper,RB Leipzig,Bundesliga,6,0,0
Ruben Vargas,25.0,Switzerland,"Midfielder, Forward",Augsburg,Bundesliga,8,0,0
Nikola Vasilj,28.0,Bosnia and Herzegovina,Goalkeeper,St. Pauli,Bundesliga,33,0,0
Denis Vavro,28.0,Slovakia,Defender,Wolfsburg,Bundesliga,29,2,0
Miloš Veljković,28.0,Serbia,Defender,Werder Bremen,Bundesliga,14,0,1
Nikolas Veratschnig,21.0,Austria,"Defender, Midfielder",Mainz 05,Bundesliga,15,0,0
Arthur Vermeeren,19.0,Belgium,Midfielder,RB Leipzig,Bundesliga,28,0,2
Yorbe Vertessen,23.0,Belgium,"Midfielder, Forward",Union Berlin,Bundesliga,17,1,0
Gabriel Vidovic,20.0,Croatia,Midfielder,Bayern Munich,Bundesliga,4,0,0
Kevin Vogt,32.0,Germany,Defender,Union Berlin,Bundesliga,18,1,0
Kevin Volland,32.0,Germany,"Forward, Midfielder",Union Berlin,Bundesliga,4,0,0
Aster Vranckx,21.0,Belgium,Midfielder,Wolfsburg,Bundesliga,14,0,0
Robert Wagner,21.0,Germany,Midfielder,St. Pauli,Bundesliga,12,0,0
Elye Wahi,21.0,France,"Forward, Midfielder",Eint Frankfurt,Bundesliga,8,0,0
Hauke Wahl,30.0,Germany,Defender,St. Pauli,Bundesliga,33,0,0
Paul Wanner,18.0,Germany,"Midfielder, Forward",Heidenheim,Bundesliga,29,3,2
Kjell-Arik Wätjen,18.0,Germany,Midfielder,Dortmund,Bundesliga,2,0,0
Julian Weigl,28.0,Germany,Midfielder,Gladbach,Bundesliga,33,0,2
Timon Weiner,25.0,Germany,Goalkeeper,Holstein Kiel,Bundesliga,25,0,0
Nelson Weiper,19.0,Germany,"Forward, Midfielder",Mainz 05,Bundesliga,23,3,2
Mitchell Weiser,30.0,Germany,"Defender, Midfielder",Werder Bremen,Bundesliga,32,5,9
Noah Weißhaupt,22.0,Germany,Forward,Freiburg,Bundesliga,3,0,0
Silvan Widmer,31.0,Switzerland,Defender,Mainz 05,Bundesliga,27,0,1
Patrick Wimmer,23.0,Austria,"Midfielder, Forward",Wolfsburg,Bundesliga,29,3,4
Jonas Wind,25.0,Denmark,"Forward, Midfielder",Wolfsburg,Bundesliga,31,9,3
Florian Wirtz,21.0,Germany,"Midfielder, Forward",Leverkusen,Bundesliga,31,10,12
Dani de Wit,26.0,Netherlands,"Midfielder, Forward",Bochum,Bundesliga,28,2,1
Maximilian Wittek,28.0,Germany,Defender,Bochum,Bundesliga,33,0,0
Marius Wolf,29.0,Germany,Defender,Augsburg,Bundesliga,32,1,3
Nick Woltemade,22.0,Germany,"Forward, Midfielder",Stuttgart,Bundesliga,28,12,2
Jeong Woo-yeong,24.0,"Korea, Republic of","Midfielder, Forward",Union Berlin,Bundesliga,23,3,2
Granit Xhaka,31.0,Switzerland,Midfielder,Leverkusen,Bundesliga,33,2,7
Erencan Yardimci,22.0,Türkiye,"Forward, Midfielder",Hoffenheim,Bundesliga,8,0,0
Dan-Axel Zagadou,25.0,France,"Defender, Midfielder",Stuttgart,Bundesliga,2,0,0
David Zec,24.0,Slovenia,Defender,Holstein Kiel,Bundesliga,18,2,0
Robin Zentner,29.0,Germany,Goalkeeper,Mainz 05,Bundesliga,32,0,0
Cedric Zesiger,26.0,Switzerland,Defender,Wolfsburg,Bundesliga,7,0,0
Michael Zetterer,29.0,Germany,Goalkeeper,Werder Bremen,Bundesliga,34,0,0
Budu Zivzivadze,30.0,Georgia,Forward,Heidenheim,Bundesliga,15,2,3
