Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Matheus Nunes,25.0,Portugal,"Defender, Midfielder",Manchester City,Premier League,26,1,6
Darwin Núñez,25.0,Uruguay,Forward,Liverpool,Premier League,30,5,2
Ethan Nwaneri,17.0,England,"Forward, Midfielder",Arsenal,Premier League,26,4,2
Christian Nørgaard,30.0,Denmark,Midfielder,Brentford,Premier League,34,5,4
Jake O'Brien,23.0,Ireland,Defender,Everton,Premier League,20,2,0
Matt O'Riley,23.0,Denmark,Midfielder,Brighton,Premier League,21,2,2
Dara O'Shea,25.0,Ireland,Defender,Ipswich Town,Premier League,35,0,2
Chidozie Obi-Martin,16.0,Denmark,Forward,Manchester Utd,Premier League,7,0,0
Wilson Odobert,19.0,France,"Forward, Midfielder",Tottenham,Premier League,16,1,0
Chiedozie Ogbene,27.0,Ireland,Forward,Ipswich Town,Premier League,5,0,0
Caleb Okoli,23.0,Italy,Defender,Leicester City,Premier League,19,1,0
Robin Olsen,34.0,Sweden,Goalkeeper,Aston Villa,Premier League,4,0,0
Amadou Onana,22.0,Belgium,Midfielder,Aston Villa,Premier League,26,3,0
André Onana,28.0,Cameroon,Goalkeeper,Manchester Utd,Premier League,34,0,0
Paul Onuachu,30.0,Nigeria,Forward,Southampton,Premier League,25,4,1
Lewis Orford,18.0,England,Midfielder,West Ham,Premier League,2,0,0
Stefan Ortega,31.0,Germany,Goalkeeper,Manchester City,Premier League,13,0,0
William Osula,20.0,Denmark,Forward,Newcastle Utd,Premier League,14,1,0
Dango Ouattara,22.0,Burkina Faso,Forward,Bournemouth,Premier League,32,7,4
Nico O’Reilly,19.0,England,Defender,Manchester City,Premier League,9,2,0
Alex Palmer,27.0,England,Goalkeeper,Ipswich Town,Premier League,13,0,0
Cole Palmer,22.0,England,"Midfielder, Forward",Chelsea,Premier League,37,15,8
Emerson Palmieri,29.0,Italy,Defender,West Ham,Premier League,31,2,1
Lucas Paquetá,26.0,Brazil,"Midfielder, Forward",West Ham,Premier League,33,4,0
Thomas Partey,31.0,Ghana,"Midfielder, Defender",Arsenal,Premier League,35,4,2
Nathan Patterson,22.0,Scotland,Defender,Everton,Premier League,10,0,1
Andreas Pereira,28.0,Brazil,Midfielder,Fulham,Premier League,33,2,4
Ricardo Pereira,30.0,Portugal,Defender,Leicester City,Premier League,10,0,0
Kalvin Phillips,28.0,England,Midfielder,Ipswich Town,Premier League,19,0,0
Jaden Philogene Bidace,22.0,England,"Forward, Defender",Ipswich Town,Premier League,10,2,0
Jordan Pickford,30.0,England,Goalkeeper,Everton,Premier League,38,0,1
Ethan Pinnock,31.0,Jamaica,Defender,Brentford,Premier League,22,2,0
Daniel Podence,28.0,Portugal,"Midfielder, Forward",Wolves,Premier League,2,0,0
Alfie Pond,20.0,England,Defender,Wolves,Premier League,1,0,0
Nick Pope,32.0,England,Goalkeeper,Newcastle Utd,Premier League,28,0,0
Pedro Porro,24.0,Spain,Defender,Tottenham,Premier League,33,2,6
Jarell Quansah,21.0,England,Defender,Liverpool,Premier League,13,0,0
Hákon Rafn Valdimarsson,22.0,Iceland,Goalkeeper,Brentford,Premier League,2,0,0
Aaron Ramsdale,26.0,England,Goalkeeper,Southampton,Premier League,30,0,0
Jacob Ramsey,23.0,England,"Forward, Midfielder",Aston Villa,Premier League,29,1,3
Marcus Rashford,26.0,England,Forward,Aston Villa,Premier League,10,2,2
David Raya,28.0,Spain,Goalkeeper,Arsenal,Premier League,38,0,0
Harrison Reed,29.0,England,Midfielder,Fulham,Premier League,12,0,0
Remy Rees-Dottin,18.0,England,Forward,Bournemouth,Premier League,1,0,0
Sergio Reguilón,27.0,Spain,Defender,Tottenham,Premier League,4,0,0
Vitor Reis,18.0,Brazil,Defender,Manchester City,Premier League,1,0,0
Chadi Riad,21.0,Morocco,Defender,Crystal Palace,Premier League,1,0,0
Declan Rice,25.0,England,Midfielder,Arsenal,Premier League,35,4,7
Chris Richards,24.0,United States,Defender,Crystal Palace,Premier League,24,1,0
Richarlison,27.0,Brazil,Forward,Tottenham,Premier League,15,4,1
Andrew Robertson,30.0,Scotland,Defender,Liverpool,Premier League,33,0,1
Antonee Robinson,26.0,United States,Defender,Fulham,Premier League,36,0,10
Jay Robinson,17.0,England,"Midfielder, Forward",Southampton,Premier League,4,0,0
Guido Rodríguez,30.0,Argentina,Midfielder,West Ham,Premier League,23,0,1
Morgan Rogers,22.0,England,"Forward, Midfielder",Aston Villa,Premier League,37,8,10
Cristian Romero,26.0,Argentina,Defender,Tottenham,Premier League,18,1,0
Georginio Rutter,22.0,France,"Midfielder, Forward",Brighton,Premier League,28,5,3
José Sá,31.0,Portugal,Goalkeeper,Wolves,Premier League,29,0,0
Bukayo Saka,22.0,England,"Forward, Midfielder",Arsenal,Premier League,25,6,10
Mohamed Salah,32.0,Egypt,Forward,Liverpool,Premier League,38,29,18
William Saliba,23.0,France,Defender,Arsenal,Premier League,35,2,0
Robert Sánchez,26.0,Spain,Goalkeeper,Chelsea,Premier League,32,0,0
Jadon Sancho,24.0,England,Forward,Chelsea,Premier League,31,3,4
Ibrahim Sangaré,26.0,Côte d'Ivoire,Midfielder,Nott'ham Forest,Premier League,13,0,1
Pablo Sarabia,32.0,Spain,"Midfielder, Forward",Wolves,Premier League,23,3,2
Jeremy Sarmiento,22.0,Ecuador,Midfielder,Brighton,Premier League,1,0,0
Ismaila Sarr,26.0,Senegal,Midfielder,Crystal Palace,Premier League,38,8,6
Sávio,20.0,Brazil,"Forward, Midfielder",Manchester City,Premier League,29,1,8
Oliver Scarles,18.0,England,"Defender, Forward",West Ham,Premier League,15,0,0
Dane Scarlett,20.0,England,"Forward, Midfielder",Tottenham,Premier League,3,0,1
Kevin Schade,22.0,Germany,Forward,Brentford,Premier League,38,11,2
Fabian Schär,32.0,Switzerland,Defender,Newcastle Utd,Premier League,34,4,0
Jeffrey Schlupp,31.0,Ghana,"Midfielder, Defender",Crystal Palace,Premier League,12,0,0
Alex Scott,20.0,England,Midfielder,Bournemouth,Premier League,20,0,0
Matz Sels,32.0,Belgium,Goalkeeper,Nott'ham Forest,Premier League,38,0,0
Nélson Semedo,30.0,Portugal,Defender,Wolves,Premier League,34,0,4
Antoine Semenyo,24.0,Ghana,Forward,Bournemouth,Premier League,37,11,5
Marcos Senesi,27.0,Argentina,Defender,Bournemouth,Premier League,17,0,0
Ryan Sessegnon,24.0,England,"Forward, Defender",Fulham,Premier League,16,4,2
Luke Shaw,29.0,England,Defender,Manchester Utd,Premier League,7,0,0
Zain Silcott-Duberry,19.0,Montserrat,Forward,Bournemouth,Premier League,1,0,0
Bernardo Silva,29.0,Portugal,"Midfielder, Forward",Manchester City,Premier League,33,4,4
Jota Silva,24.0,Portugal,"Forward, Midfielder",Nott'ham Forest,Premier League,31,3,1
Eric da Silva Moreira,18.0,Germany,"Midfielder, Defender",Nott'ham Forest,Premier League,2,0,0
Jahmai Simpson-Pusey,18.0,England,Defender,Manchester City,Premier League,2,0,0
Luis Sinisterra,25.0,Colombia,"Forward, Midfielder",Bournemouth,Premier League,12,1,1
Oliver Skipp,23.0,England,Midfielder,Leicester City,Premier League,24,0,0
William Smallbone,24.0,Ireland,Midfielder,Southampton,Premier League,18,1,0
Adam Smith,33.0,England,Defender,Bournemouth,Premier League,25,0,0
Emile Smith Rowe,24.0,England,Midfielder,Fulham,Premier League,34,6,3
Dominic Solanke,26.0,England,Forward,Tottenham,Premier League,27,9,3
Carlos Soler,27.0,Spain,"Midfielder, Forward",West Ham,Premier League,31,1,1
Julio Soler,19.0,Argentina,"Defender, Forward",Bournemouth,Premier League,3,0,0
Ramón Sosa,24.0,Paraguay,"Forward, Midfielder",Nott'ham Forest,Premier League,19,1,0
Tomáš Souček,29.0,Czechia,Midfielder,West Ham,Premier League,35,9,1
Boubakary Soumaré,25.0,France,Midfielder,Leicester City,Premier League,31,0,0
Djed Spence,23.0,England,Defender,Tottenham,Premier League,25,1,2
Jay Stansfield,21.0,England,Midfielder,Fulham,Premier League,1,0,0
Jason Steele,33.0,England,Goalkeeper,Brighton,Premier League,2,0,0
Jack Stephens,30.0,England,Defender,Southampton,Premier League,19,1,0
Raheem Sterling,29.0,England,"Forward, Midfielder",Arsenal,Premier League,17,0,2
Ross Stewart,28.0,Scotland,Forward,Southampton,Premier League,12,1,0
Jakub Stolarczyk,23.0,Poland,Goalkeeper,Leicester City,Premier League,10,0,0
John Stones,30.0,England,"Defender, Midfielder",Manchester City,Premier League,11,2,0
Jørgen Strand Larsen,24.0,Norway,Forward,Wolves,Premier League,35,14,4
Yukinari Sugawara,24.0,Japan,"Defender, Midfielder",Southampton,Premier League,30,1,1
Kamaldeen Sulemana,22.0,Ghana,"Forward, Midfielder",Southampton,Premier League,26,1,1
Crysencio Summerville,22.0,Netherlands,"Forward, Midfielder",West Ham,Premier League,19,1,1
Sammie Szmodics,28.0,Ireland,"Forward, Midfielder",Ipswich Town,Premier League,20,4,0
Dominik Szoboszlai,23.0,Hungary,Midfielder,Liverpool,Premier League,36,6,6
Matt Targett,28.0,England,Defender,Newcastle Utd,Premier League,2,0,0
James Tarkowski,31.0,England,Defender,Everton,Premier League,33,1,1
Marcus Tavernier,25.0,England,"Forward, Midfielder",Bournemouth,Premier League,29,3,5
Charlie Taylor,30.0,England,Defender,Southampton,Premier League,8,0,0
Jack Taylor,26.0,Ireland,Midfielder,Ipswich Town,Premier League,32,1,0
Kenny Tete,28.0,Netherlands,Defender,Fulham,Premier League,22,0,2
Thiago,23.0,Brazil,"Forward, Midfielder",Brentford,Premier League,8,0,0
Luke Thomas,23.0,England,Defender,Leicester City,Premier League,14,0,0
Youri Tielemans,27.0,Belgium,Midfielder,Aston Villa,Premier League,36,3,7
Kieran Tierney,27.0,Scotland,"Defender, Forward",Arsenal,Premier League,13,1,0
Jurriën Timber,23.0,Netherlands,Defender,Arsenal,Premier League,30,1,3
Jean-Clair Todibo,24.0,France,Defender,West Ham,Premier League,27,0,0
Harry Toffolo,28.0,England,Defender,Nott'ham Forest,Premier League,4,0,0
Takehiro Tomiyasu,25.0,Japan,Defender,Arsenal,Premier League,1,0,0
Sandro Tonali,24.0,Italy,Midfielder,Newcastle Utd,Premier League,36,4,2
Pau Torres,27.0,Spain,Defender,Aston Villa,Premier League,24,0,0
Conor Townsend,31.0,England,Defender,Ipswich Town,Premier League,6,0,1
Adama Traoré,28.0,Spain,"Forward, Midfielder",Fulham,Premier League,36,2,7
Boubacar Traoré,22.0,Mali,Midfielder,Wolves,Premier League,1,0,0
Mark Travers,25.0,Ireland,Goalkeeper,Bournemouth,Premier League,5,0,0
Ryan Trevitt,21.0,England,Midfielder,Brentford,Premier League,1,0,0
Kieran Trippier,33.0,England,Defender,Newcastle Utd,Premier League,25,0,3
Leandro Trossard,29.0,Belgium,Forward,Arsenal,Premier League,38,8,7
Kostas Tsimikas,28.0,Greece,Defender,Liverpool,Premier League,18,0,1
Axel Tuanzebe,26.0,"Congo, The Democratic Republic of the",Defender,Ipswich Town,Premier League,22,0,1
Destiny Udogie,21.0,Italy,Defender,Tottenham,Premier League,25,0,1
Manuel Ugarte Ribeiro,23.0,Uruguay,Midfielder,Manchester Utd,Premier League,29,1,2
Lesley Ugochukwu,20.0,France,Midfielder,Southampton,Premier League,26,1,1
Enes Ünal,27.0,Türkiye,"Forward, Midfielder",Bournemouth,Premier League,17,2,1
Virgil van Dijk,33.0,Netherlands,Defender,Liverpool,Premier League,37,3,1
Jamie Vardy,37.0,England,Forward,Leicester City,Premier League,35,9,4
Joël Veltman,32.0,Netherlands,Defender,Brighton,Premier League,21,0,0
Micky van de Ven,23.0,Netherlands,Defender,Tottenham,Premier League,13,0,2
Bart Verbruggen,21.0,Netherlands,Goalkeeper,Brighton,Premier League,36,0,1
Jannik Vestergaard,31.0,Denmark,Defender,Leicester City,Premier League,18,0,0
Guglielmo Vicario,27.0,Italy,Goalkeeper,Tottenham,Premier League,24,0,0
Carlos Vinícius,29.0,Brazil,"Midfielder, Forward",Fulham,Premier League,3,0,0
Kyle Walker-Peters,27.0,England,Defender,Southampton,Premier League,33,0,2
Christian Walton,28.0,England,Goalkeeper,Ipswich Town,Premier League,7,0,0
Aaron Wan-Bissaka,26.0,England,Defender,West Ham,Premier League,36,2,5
Danny Ward,31.0,Wales,Goalkeeper,Leicester City,Premier League,2,0,0
Joel Ward,34.0,England,Defender,Crystal Palace,Premier League,2,0,0
James Ward-Prowse,29.0,England,Midfielder,Nott'ham Forest,Premier League,9,0,1
Ollie Watkins,28.0,England,Forward,Aston Villa,Premier League,38,16,8
Adam Webster,29.0,England,Defender,Brighton,Premier League,14,0,0
Danny Welbeck,33.0,England,Forward,Brighton,Premier League,30,10,4
Welington,23.0,Brazil,Defender,Southampton,Premier League,10,0,0
Timo Werner,28.0,Germany,"Forward, Midfielder",Tottenham,Premier League,18,0,3
Adam Wharton,20.0,England,Midfielder,Crystal Palace,Premier League,20,0,2
Ben White,26.0,England,Defender,Arsenal,Premier League,17,0,2
Mats Wieffer,24.0,Netherlands,"Defender, Midfielder",Brighton,Premier League,25,1,3
Neco Williams,23.0,Wales,Defender,Nott'ham Forest,Premier League,35,1,3
Willian,35.0,Brazil,"Forward, Midfielder",Fulham,Premier League,10,0,0
Joe Willock,24.0,England,"Midfielder, Forward",Newcastle Utd,Premier League,32,0,2
Callum Wilson,32.0,England,Forward,Newcastle Utd,Premier League,18,0,0
Harry Wilson,27.0,Wales,"Forward, Midfielder",Fulham,Premier League,25,6,1
Harry Winks,28.0,England,Midfielder,Leicester City,Premier League,22,0,2
Ben Winterburn,19.0,England,"Midfielder, Forward",Bournemouth,Premier League,4,0,0
Yoane Wissa,27.0,"Congo, The Democratic Republic of the",Forward,Brentford,Premier League,35,19,4
Chris Wood,32.0,New Zealand,Forward,Nott'ham Forest,Premier League,36,20,3
Nathan Wood-Gordon,22.0,England,Defender,Southampton,Premier League,11,0,0
Luke Woolfenden,25.0,England,Defender,Ipswich Town,Premier League,15,0,0
Yehor Yarmoliuk,20.0,Ukraine,Midfielder,Brentford,Premier League,31,0,0
Ryan Yates,26.0,England,Midfielder,Nott'ham Forest,Premier League,35,2,1
Leny Yoro,18.0,France,Defender,Manchester Utd,Premier League,21,0,0
Ashley Young,39.0,England,Defender,Everton,Premier League,32,1,3
Illia Zabarnyi,21.0,Ukraine,Defender,Bournemouth,Premier League,36,0,1
Oleksandr Zinchenko,27.0,Ukraine,"Defender, Midfielder",Arsenal,Premier League,15,0,1
Joshua Zirkzee,23.0,Netherlands,"Forward, Midfielder",Manchester Utd,Premier League,32,3,1
Martin Ødegaard,25.0,Norway,Midfielder,Arsenal,Premier League,30,3,8
